trait_BG,token_id,trait_Torso,trait_Color,trait_Power Unit,trait_Face,trait_Apex,trait_Right Sensor,trait_Quantum Core,trait_Sense Emulator,trait_Left Sensor,trait_Hands,trait_AUX,trait_Special Edition,rarity_score
Pink Gradient,6962,Wind Breaker,Wrath,Kouwei,Field Agent,Emoji,Ongo,Kouwei,Sticker,-1,Blunt,-1,-1,419.1620268845499
Glypsie,1132,Core,Titan,Kouwei,Kouwei,Industrial Sensor,Core,Core,Extended Release,Kouwei,Double Fisting,-1,-1,419.1388726368085
Orange Gradient,7113,Patrician,Navy,Centurion,Core,Ongo,APS,Runtime Meter,Centurion,Core,Stonks,-1,-1,419.13642972282173
Purple Gradient,7253,Wind Breaker,Echelon Grey,Core,EMO-LED,-1,Kouwei,Core,Ongo,Core,Cigarette,Patrician,-1,419.0202721757345
Grey Gradient,3890,Graphic Tee,34 Tauri,Core,Kouwei,Centurion,Rabbit,Runtime Meter,Inhaler,APS,Blunt,-1,-1,418.4468315094402
Pink Gradient,5258,Kouwei,Navy,Kouwei,VRT,Kouwei,Core,Centurion,Ongo,Infrared,Betting Slips,-1,-1,418.40018440386757
Black Graphic,4649,Kouwei,Neptune,Kouwei,VRT,Ongo,Core,Runtime Meter,Inhaler,-1,Blunt,Bypass,-1,418.0049392053387
Grey Day,3990,Graphic Tee,Grape,Extended Range,Centurion,Strobe,APS,Ongo,Sticker,Core,-1,Trans,-1,417.8415862401526
Pink Gradient,7111,Tracksuit,Snake,Kouwei,Kouwei,Garsi,Acoustic Array,Runtime Meter,Offender,-1,-1,Pride,-1,417.58510977061655
Purple Gradient,3510,Leather Jacket,34 Tauri,Kouwei,Core,Range Finder,-1,Kouwei,Inhaler,Core,Blunt,-1,-1,417.5770601261506
Pink Gradient,2974,Leather Jacket,Nova Blue,Kouwei,Tri-Focal ACS,Strobe,APS,Core,Extended Release,Infrared,-1, USB V.0,-1,417.35504449898247
Blue Gradient,1750,Tourist,Nova Blue,Kouwei,Patrician,-1,-1,Core,Extended Release,-1,Betting Slips,-1,-1,416.50833109540963
Pink Gradient,2855,BDVXP,Echelon Grey,Centurion,Core,Centurion,Acoustic Array,Runtime Meter,Kouwei,Kouwei,-1,Vogu,-1,416.4450892384713
Grey Gradient,4409,Kouwei,Wrath,Core,ISO,Ongo,Ongo,Centurion,Kouwei,Kouwei,Ponies,-1,-1,416.1887122518963
Grey Gradient,2360,Kimono,Pulsar White,Patrician,EMO-LED,-1,Centurion,Ongo,Centurion,Rabbit,-1, USB V.0,-1,415.87063928760426
Black Graphic,5705,Kimono,Snake,Kouwei,Field Agent,Centurion,Kouwei,Core,Offender,-1,-1,Vogu,-1,415.78115729989037
Green Gradient,4508,Tracksuit,Nova Blue,Kouwei,Core,Centurion,Rabbit,Core,Inhaler,Rabbit,-1,Vogu,-1,415.34292202959585
Pink Gradient,7168,Puff Jacket,Echelon Grey,Core,Patrician,Industrial Sensor,-1,Ongo,Inhaler,Infrared,-1,Vogu,-1,413.861058079153
Grey Gradient,868,Kouwei,Wrath,Patrician,VRT,-1,Rabbit,Core,Centurion,Core,Cigarette,Bypass,-1,413.2416669322049
Grey Gradient,1454,Tourist,Grape,Core,Echelon-3,-1,-1,Centurion,Centurion,Kouwei,Joint,-1,-1,412.99247455831346
Grey Day,4817,Leather Jacket,Navy,Core,Recon,Emoji,-1,Patrician,Sticker,Core,-1,Pride,-1,412.06926682864537
Purple Gradient,672,Centurion,Pulsar White,Kouwei,Centurion,Range Finder,-1,Core,Kouwei,APS,-1,Vogu,-1,411.897935443467
Grey Gradient,7057,Graphic Tee,Navy,Patrician,Recon,Industrial Sensor,Core,Core,V-THC,Kouwei,Betting Slips,-1,-1,411.6004561661929
Green Gradient,4328,Leather Jacket,Echelon Grey,Small Cell,VRT,Ongo,APS,Patrician,-1,Cat,Ponies,-1,-1,411.12000903972796
Grey Day,5220,Patrician,Nebula Red,EMP Shields,VRT,Centurion,Kouwei,Centurion,Kouwei,APS,Cigarette,-1,-1,410.6124951982694
Blue Gradient,4175,Kouwei,Navy,Centurion,Centurion,Emoji,Centurion,Centurion,Extended Release,-1,-1,Vogu,-1,410.12095481743484
Black Graphic,1568,Tracksuit,Grape,Small Cell,Field Agent,Industrial Sensor,-1,Core,Kouwei,Core,Boba, USB V.0,-1,409.94250781869897
Purple Gradient,6958,Graphic Tee,Wrath,Centurion,Vandalized,Industrial Sensor,Core,Centurion,Core,APS,Cigarette,-1,-1,409.926610931381
Black Graphic,2087,Tactical,Echelon Grey,Kouwei,Recon,Core,Cat,Core,Inhaler,APS,Coffee,-1,-1,409.700485769685
Purple Gradient,1855,Leather Jacket,Nova Blue,Kouwei,Echelon-3,-1,Core,Kouwei,Kouwei,Core,-1,Pride,-1,409.1372198307066
Grey Day,285,Super Puff,Grape,Kouwei,Tri-Focal ACS,Ongo,Rabbit,Patrician,Inhaler,Core,-1,ETH,-1,409.1371969795743
Grey Gradient,6667,Graphic Tee,Neptune,Centurion,Vandalized,Industrial Sensor,Rabbit,Patrician,Inhaler,APS,-1,Trans,-1,408.80590894099464
Blue Gradient,2064,Tracksuit,Nebula Red,Patrician,VRT,Emoji,Rabbit,Patrician,Inhaler,Core,Ponies,Kouwei,-1,408.68642658298984
Grey Day,7022,Core,Titan,Kouwei,VRT,Industrial Sensor,Kouwei Vibes,Centurion,Ongo,Cat,Joint,-1,-1,408.6304826841224
Purple Gradient,4320,PBJ,Echelon Grey,Core,EMO-LED,-1,Acoustic Array,Ongo,Centurion,-1,Joint,Patrician,-1,408.57828861598045
Grey Day,7652,Wind Breaker,Neptune,Kouwei,Core,Strobe,Acoustic Array,Kouwei,Extended Release,APS,-1,Trans,-1,408.2954433089604
Grey Gradient,7735,Centurion,Grape,Patrician,VRT,Industrial Sensor,-1,Kouwei,V-THC,Centurion,Stonks,-1,-1,407.9704588457919
Orange Gradient,5994,Graphic Tee,Wrath,Small Cell,Centurion,Centurion,-1,Core,Offender,APS,-1,Pride,-1,407.0893914933736
Green Gradient,1966,Kouwei,Echelon Grey,EMP Shields,VRT,Core,Core,Kouwei,-1,Core,Cigarette,-1,-1,406.74841143428796
Green Gradient,4359,BDVXP,34 Tauri,Ongo,Centurion,Industrial Sensor,Ongo,Core,V-THC,-1,-1, USB V.0,-1,406.4866145655155
Blue Gradient,4534,Graphic Tee,Pulsar White,Kouwei,Courier,Emoji,Core,Core,-1,Core,Ponies,-1,-1,406.39934644756977
Green Gradient,3557,Kouwei,Neptune,Kouwei,Patrician,Range Finder,Core,Ongo,Core,-1,-1, USB V.0,-1,406.2905498900627
Grey Day,6203,Ongo,Echelon Grey,Core,VRT,Industrial Sensor,-1,Kouwei,Inhaler,Kouwei,Stonks,Patrician,-1,405.3567073975315
Grey Day,971,BDVXP,Grape,Core,Patrician,Industrial Sensor,Core,Core,Ongo,Kouwei,Stonks,Bypass,-1,405.31500659995487
Grey Gradient,198,BDVXP,Snake,Patrician,VRT,Strobe,Core,Core,Inhaler,-1,-1,Vogu,-1,404.2413816711618
Pink Gradient,4928,Tracksuit,Grape,Kouwei,Vandalized,Industrial Sensor,Centurion,Core,Inhaler,Centurion,Cigarette,-1,-1,403.9454526287712
Purple Gradient,3808,Graphic Tee,Pulsar White,Kouwei,Recon,Industrial Sensor,Core,Core,-1,Ongo,Blunt,-1,-1,403.36525286946
Black Graphic,1489,Patrician,Snake,Centurion,Kouwei,-1,-1,Core,-1,-1,Ponies,Faction,-1,403.0050689984996
Pink Gradient,563,BDVXP,Nova Blue,Kouwei,Kouwei,Echelon-3,Acoustic Array,Patrician,Core,-1,-1, USB V.0,-1,402.79062437730073
Black Graphic,2106,Kouwei,Echelon Grey,Ongo,Centurion,-1,Centurion,Centurion,Offender,-1,-1,Trans,-1,402.7204947326135
Blue Gradient,421,Monk,Navy,Centurion,Centurion,Centurion,Core,Core,Sticker,Kouwei,-1,Trans,-1,402.51873379002063
Orange Gradient,810,Leather Jacket,34 Tauri,Core,VRT,-1,Rabbit,Kouwei,Extended Release,-1,-1,Pride,-1,402.1770920476612
Green Gradient,40,Wind Breaker,Wrath,Centurion,Centurion,Strobe,Rabbit,Kouwei,-1,-1,-1,Vogu,-1,401.94989342247504
Green Gradient,5211,Centurion,34 Tauri,Ongo,Robo Face,Range Finder,Patrician,Runtime Meter,-1,-1,-1,-1,-1,401.741491044752
Grey Day,2847,PBJ,Cotton Candy,Patrician,Centurion,Industrial Sensor,Acoustic Array,Runtime Meter,-1,Core,Coffee,Patrician,-1,401.615170226511
Grey Day,29,Graphic Tee,Nebula Red,Centurion,Core,Industrial Sensor,Acoustic Array,Centurion,Patrician,Ongo,Coffee,-1,-1,401.4892888089893
Pink Gradient,4504,Puff Jacket,Neptune,EMP Shields,VRT,-1,-1,Kouwei,-1,-1,Cigarette,Patrician,-1,401.2374460806732
Black Graphic,120,Core,34 Tauri,Small Cell,Vandalized,Emoji,Core,Core,Inhaler,Kouwei,Cigarette,-1,-1,400.82150560094556
Purple Gradient,5071,Centurion,Cotton Candy,Centurion,Jack,Industrial Sensor,APS,Kouwei,-1,-1,Gadget,Kouwei,-1,400.60603173110644
Green Gradient,3083,BDVXP,Echelon Grey,Extended Range,EMO-LED,-1,-1,Runtime Meter,Extended Release,Infrared,Cigarette,-1,-1,400.2837904678024
Ethan S. Brewerton,7385,Patrician,Titan,Patrician,Patrician,Emoji,-1,Centurion,Ongo,APS,Zen,-1,-1,400.0224860555455
Green Gradient,5019,Centurion,Nova Blue,Centurion,Vandalized,Industrial Sensor,APS,Core,Kouwei,Kouwei,Ponies,-1,-1,399.48465977266994
Blue Gradient,6378,Core,Neptune,Centurion,EMO-LED,-1,APS,Centurion,-1,Centurion,Cigarette,Bypass,-1,399.19229031553726
Black Graphic,5741,PBJ,Wrath,Small Cell,Patrician,Emoji,APS,Ongo,Inhaler,Centurion,Joint,-1,-1,399.1743757594126
Orange Gradient,928,Wind Breaker,Snake,Kouwei,EMO-LED,-1,Core,Kouwei,Inhaler,Infrared,Blunt,-1,-1,399.0088894824741
Purple Gradient,7116,Kouwei,Neptune,Ongo,Core,Transmission,Acoustic Array,Core,-1,Centurion,Joint,-1,-1,398.8644331667125
Pink Gradient,3615,Centurion,Snake,Ongo,Centurion,Cutter,Core,Runtime Meter,V-THC,Core,Boba,ETH,-1,398.7980486233049
Pink Gradient,6388,Kouwei,Wrath,Patrician,Centurion,Ongo,Acoustic Array,Core,Centurion,-1,Cigarette,-1,-1,398.74439215590013
Green Gradient,5628,Leather Jacket,Navy,Core,VRT,Range Finder,Core,Centurion,Inhaler,APS,-1,Trans,-1,398.3180718760913
Purple Gradient,7049,Monk,Echelon Grey,Centurion,Ongo,Industrial Sensor,Kouwei,Kouwei,Offender,Kouwei,Betting Slips,-1,-1,398.1967783528772
Purple Gradient,972,Kimono,Pulsar White,Small Cell,EMO-LED,-1,-1,Kouwei,Kouwei,-1,-1,Trans,-1,398.0861719692834
Grey Day,5854,Wind Breaker,Cotton Candy,Kouwei,Core,Strobe,Core,Runtime Meter,Inhaler,Rabbit,Ponies,-1,-1,397.65237634103926
Blue Gradient,1469,Wind Breaker,Nebula Red,Kouwei,Patrician,Garsi,Core,Core,Centurion,-1,Betting Slips,-1,-1,397.63381227518244
Black Graphic,3190,Patrician,Echelon Grey,Extended Range,Vandalized,Ongo,-1,Core,Kouwei,-1,Stonks,-1,-1,397.42217044846444
Grey Gradient,7401,Wind Breaker,Snake,Core,Vandalized,Centurion,Core,Core,-1,Core,-1,Vogu,-1,397.3997093392509
Black Graphic,4769,Core,34 Tauri,Centurion,Ongo,Transmission,Kouwei,Core,Inhaler,-1,Coffee,-1,-1,397.156281826965
Grey Day,6522,Puff Jacket,Cotton Candy,Kouwei,EMO-LED,-1,Core,Kouwei,Core,-1,-1,Trans,-1,397.15419850090365
Grey Gradient,2348,BDVXP,Echelon Grey,Core,Echelon-3,Emoji,Core,Core,Inhaler,Core,Cigarette,-1,-1,396.85968807315703
Black Graphic,396,Graphic Tee,34 Tauri,EMP Shields,VRT,Strobe,Acoustic Array,Kouwei,Sticker,-1,Cigarette,-1,-1,395.8587161849596
Pink Gradient,1529,Puff Jacket,Nebula Red,Centurion,Recon,Industrial Sensor,Core,Kouwei,Kouwei,Kouwei,Betting Slips,Kouwei,-1,395.09966509099866
Orange Gradient,6910,Centurion,Neptune,Ongo,Echelon-3,Echelon-3,Kouwei,Core,Extended Release,Centurion,Double Fisting,Patrician,-1,394.4233015376119
Grey Day,6420,Tactical,Nova Blue,Kouwei,VRT,Emoji,Core,Runtime Meter,V-THC,-1,Stonks,-1,-1,394.41761691976524
Purple Gradient,2108,Ongo,34 Tauri,Centurion,VRT,Industrial Sensor,Ongo,Ongo,Extended Release,Cat,Coffee,-1,-1,394.16908586857295
Black Graphic,2080,Tourist,Grape,Extended Range,VRT,Ongo,Acoustic Array,Core,Inhaler,Core,Joint,-1,-1,393.6915343196678
Blue Gradient,6563,Core,Grape,Centurion,Echelon-3,Ongo,Kouwei,Core,Inhaler,Centurion,Stonks,-1,-1,392.71680028709784
Green Gradient,2782,PBJ,Nebula Red,Centurion,Kouwei,Emoji,Kouwei,Patrician,Inhaler,Infrared,Betting Slips,-1,-1,392.66263795959946
Pink Gradient,3997,Core,Snake,Kouwei,Echelon-3,Garsi,-1,Core,Inhaler,Infrared,Cigarette,-1,-1,392.4135453259846
Orange Gradient,3128,Graphic Tee,Titan,Centurion,Ongo,Ongo,APS,Ongo,Inhaler,Kouwei,Cigarette,-1,-1,392.2017412756575
Purple Gradient,6144,Wind Breaker,34 Tauri,Patrician,VRT,Centurion,-1,Centurion,Kouwei,-1,-1,Pride,-1,391.58848941605527
Ethan S. Brewerton,6062,Patrician,Grape,Kouwei,VRT,Cutter,Rabbit,Centurion,Kouwei,APS,Boba,Kouwei,-1,391.1516836259582
Green Gradient,7712,Monk,Nebula Red,Centurion,Field Agent,Centurion,Rabbit,Core,-1,Kouwei,Betting Slips,-1,-1,391.08309799748224
Black Graphic,6251,PBJ,34 Tauri,Core,Core,-1,Rabbit,Kouwei,Inhaler,Core,Ponies,-1,-1,390.76021723686716
Grey Day,6191,Wind Breaker,Nova Blue,Centurion,Ongo,Centurion,Rabbit,Kouwei,Kouwei,Kouwei,Cigarette,-1,-1,390.3287874256433
Grey Day,1507,Graphic Tee,Cotton Candy,Kouwei,Centurion,Patrician,Core,Core,Inhaler,Kouwei,Stonks,-1,-1,389.913215208824
Ethan S. Brewerton,4230,Kouwei,Snake,Centurion,Core,Ongo,-1,Runtime Meter,Ongo,Core,Cards,-1,-1,389.7707102668271
Orange Gradient,842,Patrician,Titan,Core,Centurion,Strobe,Core,Core,Core,APS,-1, USB V.0,-1,389.44293780353394
Purple Gradient,402,Graphic Tee,Echelon Grey,Kouwei,VRT,Cutter,Core,Core,Ongo,APS,Ponies,-1,-1,389.23251459883625
Green Gradient,2969,Puff Jacket,Nebula Red,Core,Kouwei,Cutter,Centurion,Centurion,Kouwei,Infrared,-1, USB V.0,-1,389.13340451853514
Orange Gradient,5001,Core,Snake,Patrician,Graffiti,-1,APS,Core,Inhaler,Kouwei,Betting Slips,-1,-1,388.6003409180846
Grey Gradient,1611,Puff Jacket,Nebula Red,Small Cell,Echelon-3,Industrial Sensor,Centurion,Core,Inhaler,Core,Coffee,-1,-1,388.447657700541
Black Graphic,2576,Kouwei,Cotton Candy,Kouwei,Echelon-3,Industrial Sensor,-1,Patrician,Inhaler,-1,-1,Trans,-1,388.4208328773508
Pink Gradient,1883,Centurion,Nebula Red,Small Cell,VRT,Centurion,Acoustic Array,Centurion,Kouwei,Core,Cigarette,-1,-1,388.41102616305153
Black Graphic,2973,Graphic Tee,Neptune,Core,EMO-LED,-1,Centurion,Core,Inhaler,-1,-1,Vogu,-1,388.2325082290033
Purple Gradient,4131,Tracksuit,Pulsar White,Kouwei,Recon,Garsi,Kouwei,Kouwei,Extended Release,-1,Cigarette,-1,-1,387.9877367702709
Grey Day,3268,Wind Breaker,34 Tauri,Core,Centurion,Echelon-3,Centurion,Core,-1,Kouwei,Betting Slips,-1,-1,387.95242772502485
Glypsie,2225,Kouwei,Wrath,Core,Core,Garsi,-1,Kouwei,Inhaler,Infrared,-1,ETH,-1,387.6096167114249
Orange Gradient,7704,Leather Jacket,Neptune,Kouwei,Ongo,-1,APS,Ongo,Inhaler,Infrared,-1,Trans,-1,387.58955011979094
Orange Gradient,5018,Centurion,Nova Blue,Ongo,Recon,Emoji,Core,Core,Offender,APS,Betting Slips,-1,-1,387.2883368586243
Orange Gradient,1355,Kouwei,Nebula Red,Kouwei,Centurion,Industrial Sensor,Rabbit,Ongo,Kouwei,Cat,Betting Slips,-1,-1,387.1539900704264
Purple Gradient,7466,Tactical,Cotton Candy,Core,Centurion,Echelon-3,Ongo,Kouwei,Inhaler,Cat,Coffee,-1,-1,387.09890997281275
Purple Gradient,1123,Tracksuit,Echelon Grey,Extended Range,Centurion,Centurion,Rabbit,Core,Kouwei,APS,Ponies,-1,-1,386.8504268649649
Grey Gradient,122,Graphic Tee,Grape,Extended Range,Centurion,Emoji,Rabbit,Centurion,Kouwei,Kouwei,Ponies,-1,-1,386.71792591026326
Karen Jerzyk,7636,Sergeant,34 Tauri,Centurion,Kouwei,Transmission,Ongo,Patrician,Core,Infrared,-1,-1,-1,386.31957936821544
Karen Jerzyk,5808,Kimono,Grape,Patrician,Centurion,Transmission,Rabbit,Patrician,Kouwei,-1,-1,Centurion,-1,385.78533280886575
Pink Gradient,1698,Kimono,Cotton Candy,Kouwei,EMO-LED,-1,Centurion,Core,Offender,-1,Betting Slips,-1,-1,385.63795057528034
Blue Gradient,1671,Wind Breaker,Nebula Red,Patrician,Tri-Focal ACS,Echelon-3,-1,Kouwei,Inhaler,APS,Red Cup,-1,-1,385.4015016325566
Grey Gradient,4655,Tracksuit,Pulsar White,Patrician,Echelon-3,Garsi,-1,Core,Extended Release,Core,Betting Slips,-1,-1,385.2992651202751
Pink Gradient,7633,Kouwei,Grape,Core,EMO-LED,-1,Ongo,Core,Extended Release,APS,Betting Slips,Bypass,-1,385.1804128750844
Orange Gradient,5749,Tracksuit,34 Tauri,Kouwei,Field Agent,Centurion,-1,Centurion,Inhaler,Core,-1,Vogu,-1,384.92940498624307
Grey Gradient,5083,Wind Breaker,Pulsar White,Extended Range,Field Agent,Transmission,Core,Runtime Meter,Inhaler,-1,Joint,-1,-1,384.7856682905451
Grey Day,5767,BDVXP,Wrath,Core,Kouwei,Centurion,Rabbit,Ongo,Offender,Infrared,Coffee,-1,-1,384.52683592938325
Blue Gradient,1170,Leather Jacket,Cotton Candy,Core,Centurion,Trinity,Acoustic Array,Runtime Meter,Sticker,APS,-1,Ally,-1,383.9924262580402
Purple Gradient,6955,Wind Breaker,Cotton Candy,Kouwei,EMO-LED,-1,Kouwei,Centurion,Inhaler,-1,-1,Vogu,-1,383.6161085183516
Green Gradient,6762,Centurion,34 Tauri,Small Cell,Kouwei,Centurion,Core,Core,Offender,-1,Cigarette,-1,-1,383.5109386221719
Grey Day,2724,Kimono,34 Tauri,Core,ISO,Centurion,-1,Kouwei,Inhaler,-1,Stonks,-1,-1,382.5090551307429
Green Gradient,1108,Tactical,Titan,Patrician,Centurion,Industrial Sensor,APS,Patrician,Extended Release,-1,Ponies,-1,-1,382.4085769028471
Blue Gradient,5311,Centurion,Wrath,Extended Range,Field Agent,Industrial Sensor,-1,Centurion,Kouwei,Rabbit,Stonks,-1,-1,382.10587180111537
Grey Gradient,4574,Patrician,Neptune,Core,Courier,-1,Kouwei,Core,Kouwei,APS,Red Cup,-1,-1,381.9532381036862
Grey Day,6827,Wind Breaker,Nova Blue,Kouwei,Centurion,Centurion,Centurion,Runtime Meter,Sticker,Core,Betting Slips,-1,-1,381.5613524696763
Grey Gradient,5391,TUX,Navy,Kouwei,Patrician,Emoji,Core,Runtime Meter,Kouwei,-1,-1, USB V.0,-1,381.4709650679697
Grey Day,1905,Core,Nova Blue,Core,Ongo,Emoji,Ongo,Core,Inhaler,Kouwei,Ponies,-1,-1,381.43437078213765
Blue Gradient,1644,Tracksuit,Wrath,Centurion,Centurion,Range Finder,-1,Ongo,Offender,Core,Betting Slips,-1,-1,381.4280712737576
Blue Gradient,6312,Tactical,Wrath,Centurion,Echelon-3,Ongo,Core,Kouwei,Sticker,Centurion,-1, USB V.0,-1,381.3347222025801
Pink Gradient,1862,Kouwei,Titan,Patrician,Centurion,Garsi,Acoustic Array,Runtime Meter,Inhaler,Centurion,Betting Slips,-1,-1,381.31407531280126
Purple Gradient,2002,Leather Jacket,Echelon Grey,Ongo,Centurion,Echelon-3,-1,Core,Inhaler,Centurion,Betting Slips,-1,-1,381.2655607315294
Blue Gradient,5860,Graphic Tee,Cotton Candy,Kouwei,Courier,Strobe,Core,Core,Inhaler,-1,-1, USB V.0,-1,380.4114271523732
Grey Day,6663,Kouwei,Cotton Candy,Centurion,Robo Face,Garsi,Acoustic Array,Centurion,-1,APS,Zen,-1,-1,380.3533898612616
Pink Gradient,6410,PBJ,Snake,Core,Recon,Centurion,-1,Core,Inhaler,Core,Ponies,-1,-1,379.9083477093102
Pink Gradient,5298,Tactical,34 Tauri,Centurion,Echelon-3,Echelon-3,-1,Kouwei,Offender,Centurion,Joint,-1,-1,379.34295957090376
Green Gradient,2962,Leather Jacket,Cotton Candy,Centurion,Robo Face,-1,Core,Runtime Meter,-1,-1,-1,ETH,-1,379.1197344971954
Green Gradient,908,PBJ,Neptune,Kouwei,Jack,Ongo,Core,Runtime Meter,-1,Cat,-1,Core,-1,379.0641892085679
Tropical Virtual,2758,Core,Wrath,Centurion,Centurion,Emoji,Core,Centurion,Kouwei,Infrared,Cards,-1,-1,378.006808501254
Purple Gradient,1353,Tracksuit,Titan,Kouwei,VRT,Range Finder,-1,Core,Inhaler,Centurion,Betting Slips,-1,-1,377.6979821346904
Black Graphic,4640,Puff Jacket,Snake,Patrician,Kouwei,Industrial Sensor,Core,Core,Inhaler,Core,-1,Trans,-1,377.5616123262124
Grey Gradient,2940,Kimono,Pulsar White,Centurion,Centurion,Garsi,Rabbit,Core,Offender,Kouwei,Coffee,-1,-1,377.4091276373844
Blue Gradient,3739,Puff Jacket,Nebula Red,Kouwei,EMO-LED,-1,Core,Kouwei,Offender,Core,Stonks,Kouwei,-1,376.00065407323746
Pink Gradient,2105,Core,Echelon Grey,Kouwei,VRT,Centurion,-1,Core,V-THC,Kouwei,-1, USB V.0,-1,375.2368245385634
Orange Gradient,4809,Tactical,Snake,EMP Shields,Recon,Industrial Sensor,Core,Patrician,Ongo,Infrared,Joint,Bypass,-1,375.19712040393995
Black Graphic,354,Core,Cotton Candy,Patrician,Centurion,Emoji,Centurion,Core,Centurion,Core,-1, USB V.0,-1,374.95514925418325
Pink Gradient,26,Leather Jacket,Nebula Red,Kouwei,Core,Kouwei,Core,Core,Inhaler,Kouwei,Coffee,-1,-1,374.3064243074675
Pink Gradient,4119,Kouwei,Cotton Candy,Kouwei,VRT,Cutter,Ongo,Centurion,Offender,Core,Coffee,-1,-1,374.2718578359876
Grey Gradient,5602,Ongo,Wrath,Patrician,ISO,Industrial Sensor,Ongo,Kouwei,Sticker,Kouwei,Red Cup,-1,-1,374.2588545064882
Pink Gradient,6765,BDVXP,34 Tauri,Ongo,Vandalized,Centurion,Core,Core,Inhaler,-1,Red Cup,Faction,-1,374.08547287957555
Black Graphic,710,TUX,Echelon Grey,Kouwei,Ongo,Range Finder,Kouwei,Centurion,V-THC,Centurion,-1,ETH,-1,373.98514400396095
Purple Gradient,5564,Graphic Tee,Snake,Patrician,VRT,Core,-1,Kouwei,Inhaler,Ongo,Joint,Bypass,-1,373.98140042584527
Grey Day,848,Leather Jacket,Cotton Candy,Core,Core,Emoji,Kouwei,Ongo,Extended Release,-1,Cigarette,-1,-1,373.66310208290577
Green Gradient,2480,Puff Jacket,Nova Blue,Core,Centurion,Ongo,Cat,Core,Extended Release,Kouwei,-1, USB V.0,-1,373.5987831725723
Pink Gradient,2355,Graphic Tee,Nova Blue,EMP Shields,EMO-LED,-1,-1,Centurion,Inhaler,Core,-1,Trans,-1,373.4142681996309
Orange Gradient,1207,Graphic Tee,34 Tauri,Kouwei,ISO,Industrial Sensor,Centurion,Centurion,Kouwei,APS,-1, USB V.0,-1,373.40683072122283
Black Graphic,491,Tactical,Navy,Kouwei,Kouwei,Emoji,Rabbit,Centurion,Kouwei,Infrared,Stonks,-1,-1,373.1089053938633
Blue Gradient,3792,Centurion,Nova Blue,Core,Centurion,Centurion,-1,Runtime Meter,Extended Release,Kouwei,Ponies,-1,-1,371.8306287322983
Pink Gradient,317,Monk,Wrath,Kouwei,Echelon-3,-1,APS,Ongo,Inhaler,-1,-1, USB V.0,-1,371.5734855035258
Pink Gradient,7365,Centurion,34 Tauri,Kouwei,Core,Garsi,APS,Core,Sticker,Ongo,-1, USB V.0,-1,370.6897118666424
Blue Gradient,3679,Leather Jacket,Titan,Core,Centurion,Emoji,-1,Kouwei,-1,Core,-1,Vogu,-1,370.15205562641574
Purple Gradient,6138,Graphic Tee,Neptune,Core,Ongo,Industrial Sensor,Core,Core,Offender,-1,-1,Trans,-1,370.02993474969094
Grey Gradient,6581,Graphic Tee,Nova Blue,Patrician,Recon,Industrial Sensor,APS,Kouwei,-1,Cat,Coffee,-1,-1,369.8167174047669
Grey Day,6195,Graphic Tee,34 Tauri,Patrician,Graffiti,-1,-1,Kouwei,Centurion,-1,Coffee,-1,-1,369.0514133306815
Grey Day,3101,Wind Breaker,Snake,Core,Centurion,Centurion,Core,Core,Core,-1,Betting Slips,-1,-1,367.951364103879
Purple Gradient,1072,Wind Breaker,Pulsar White,Patrician,Tri-Focal ACS,Range Finder,Core,Centurion,Extended Release,APS,Double Fisting,-1,-1,367.942214284515
Blue Gradient,4115,Leather Jacket,Wrath,Extended Range,VRT,Emoji,Kouwei,Core,Kouwei,-1,Ponies,-1,-1,367.6480914325522
Blue Gradient,6230,Tactical,Echelon Grey,Ongo,Graffiti,-1,APS,Core,Ongo,-1,Joint,-1,-1,367.1664739555458
Grey Gradient,7016,Graphic Tee,Echelon Grey,Kouwei,EMO-LED,-1,Cat,Runtime Meter,Offender,-1,Stonks,-1,-1,366.8060263151622
Grey Gradient,126,Core,Navy,Kouwei,Patrician,Garsi,Kouwei,Core,Sticker,Core,Joint,-1,-1,366.7137136042304
Green Gradient,3097,PBJ,Snake,Centurion,ISO,Centurion,Core,Centurion,Inhaler,Kouwei,Joint,-1,-1,366.497045628418
Black Graphic,2112,Leather Jacket,Titan,Small Cell,Core,-1,Rabbit,Centurion,Sticker,Core,Coffee,-1,-1,365.89793925276854
Orange Gradient,951,Kimono,Nova Blue,Kouwei,EMO-LED,-1,Core,Patrician,-1,Core,Betting Slips,-1,-1,365.81303839429
Blue Gradient,2149,Graphic Tee,Wrath,Kouwei,Centurion,Industrial Sensor,Core,Runtime Meter,Inhaler,APS,-1,Trans,-1,365.4006805627264
Orange Gradient,2019,Wind Breaker,Pulsar White,Core,EMO-LED,-1,Core,Runtime Meter,Centurion,Infrared,Coffee,-1,-1,365.17395040497416
Tropical Virtual,625,Tracksuit,Navy,Small Cell,Courier,Centurion,Core,Runtime Meter,Inhaler,-1,-1,Centurion,-1,365.1366740286702
Grey Day,3769,Ongo,Grape,Core,VRT,Kouwei,Ongo,Centurion,Kouwei,Rabbit,Double Fisting,-1,-1,364.3165680452929
Purple Gradient,2888,Leather Jacket,Grape,Kouwei,Grigori,Kouwei,Core,Runtime Meter,Kouwei,Cat,-1,ETH,-1,364.1270918800573
Grey Day,5471,Leather Jacket,Cotton Candy,Patrician,Robo Face,Kouwei,-1,Core,-1,APS,-1,Centurion,-1,364.0585810374106
